Name,Nickname,Weight Class,Record,Knockouts,Submissions,First Round Finishes,,,,,,,,,,,,,,,,,,,,,,,,,,
Melvin Guillard,"""The Young Assassin""",Lightweight Division,48-14-3 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcelo Guimaraes,None,Middleweight Division,9-2-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Gumm,None,Welterweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
John Gunderson,"""Guns""",Lightweight Division,23-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
John Gunther,"""The Machine""",Lightweight Division,7-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Gurgel,"""JG""",Lightweight Division,17-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabio Gurgel,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gugun Gusman,None,Bantamweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Gusmao,None,Light Heavyweight Division,5-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Gustafsson,"""The Mauler""",Light Heavyweight Division,18-8-0 (W-L-D),11,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Mando Gutierrez,None,Bantamweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Horacio Gutierrez,"""The Punisher""",Featherweight Division,3-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Gutierrez,"""El Guapo""",Bantamweight Division,18-3-2 (W-L-D),9,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Guymon,"""The Joker""",Welterweight Division,13-5-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea Hackett,None,Women's Flyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Hackney,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Hadley,"""White Kong""",Flyweight Division,9-1-0 (W-L-D),2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Damir Hadzovic,"""The Bosnian Bomber""",Lightweight Division,14-7-0 (W-L-D),7,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Hague,"""The Thrashing Machine""",Heavyweight Division,12-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Yazan Hajeh,"""Yazzle Dazzle""",Featherweight Division,6-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Uriah Hall,"""Prime Time""",Middleweight Division,18-11-0 (W-L-D),14,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Hall,"""The Wizard""",Featherweight Division,9-2-0 (W-L-D),2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Hall,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Hallman,"""Superman""",Lightweight Division,66-14-2 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Piotr Hallmann,None,Lightweight Division,15-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Halme,None,Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
John Halverson,"""The Hurricane""",Lightweight Division,16-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Seohee Ham,None,Women's Strawweight Division,16-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Hamaker,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Hamill,"""The Hammer""",Light Heavyweight Division,12-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Hamilton,None,Flyweight Division,11-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Hamilton,"""Freight Train""",Heavyweight Division,15-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Hamman,"""The Messenger""",Middleweight Division,13-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
James Hammortree,"""The Sledge""",Middleweight Division,5-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kay Hansen,None,Women's Strawweight Division,7-6-0 (W-L-D),2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasrat Haqparast,None,Lightweight Division,14-5-0 (W-L-D),9,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Janay Harding,None,Women's Bantamweight Division,3-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Antoni Hardonk,"""Mr. Wonderful""",Heavyweight Division,8-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Hardy,"""Prince of War""",Heavyweight Division,7-5-0 (W-L-D),6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Hardy,"""The Outlaw""",Welterweight Division,25-10-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Walt Harris,"""The Big Ticket""",Heavyweight Division,13-10-0 (W-L-D),13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Harris,"""Billy""",Flyweight Division,22-12-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerald Harris,"""Hurricane""",Middleweight Division,16-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerry Harris,None,,1-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlston Harris,"""Mocambique""",Welterweight Division,17-5-0 (W-L-D),5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Collin Hart,None,Middleweight Division,4-2-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dale Hartt,None,Lightweight Division,6-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay Harvison,"""Heavy Metal""",Welterweight Division,9-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Haseman,"""The Hammer""",Light Heavyweight Division,20-16-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayder Hassan,None,Welterweight Division,6-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmad Hassanzada,None,Lightweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
John Hathaway,"""The Hitman""",Welterweight Division,17-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Hawes,"""No Hype """,Middleweight Division,12-4-0 (W-L-D),7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Hayden,"""Wild Card""",Featherweight Division,8-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Haynes,"""Bring The Pain""",Welterweight Division,9-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dustin Hazelett,None,Lightweight Division,14-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
James Head,None,Welterweight Division,9-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Healy,"""Bam Bam""",Lightweight Division,31-19-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
David Heath,None,Light Heavyweight Division,9-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Heatherly,"""Stump""",Welterweight Division,8-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Hecht,"""The Hitman""",Welterweight Division,11-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Hein,"""Sergeant""",Lightweight Division,14-5-0 (W-L-D),1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Heinisch,"""The Hurricane""",Middleweight Division,14-5-0 (W-L-D),5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcin Held,None,Lightweight Division,23-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Delson Heleno,"""Pé De Chumbo""",Middleweight Division,23-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Benson Henderson,"""Smooth""",Welterweight Division,23-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Henderson,"""Hendo""",Middleweight Division,32-15-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Johny Hendricks,"""Bigg Rigg""",Middleweight Division,18-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory Hendricks,None,Light Heavyweight Division,3-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Hendricks,"""Heavy""",Heavyweight Division,18-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Henrique,"""KLB""",Heavyweight Division,10-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
José Henrique,None,Welterweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Henry,"""The Hatchet""",Featherweight Division,12-4-0 (W-L-D),5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Henry,"""La Mangosta""",Bantamweight Division,22-6-0 (W-L-D),6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Jai Herbert,"""Black Country Banger""",Lightweight Division,12-4-0 (W-L-D),9,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Ed Herman,"""Short Fuse""",Light Heavyweight Division,27-15-0 (W-L-D),7,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Herman,None,Heavyweight Division,21-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Hermansson,"""The Joker""",Middleweight Division,23-8-0 (W-L-D),11,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Nohelin Hernandez,"""Suave""",Bantamweight Division,10-4-0 (W-L-D),3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Hernandez,"""Fluffy""",Middleweight Division,10-2-0 (W-L-D),1,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Hernandez,"""Hot Handed""",Bantamweight Division,14-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Noe Hernandez,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Hernandez,None,Flyweight Division,8-2-0 (W-L-D),0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Hernandez,"""The Great Ape""",Featherweight Division,13-6-0 (W-L-D),6,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Alvaro Herrera,"""Chango""",Welterweight Division,9-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Geane Herrera,"""The Revolutionary""",Flyweight Division,9-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Herrera,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Felice Herrig,"""Lil Bulldog""",Women's Strawweight Division,14-10-0 (W-L-D),1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Heath Herring,"""The Texas Crazy Horse""",Heavyweight Division,28-14-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Hess,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clint Hester,"""Headbussa""",Light Heavyweight Division,11-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimy Hettes,"""The Kid""",Featherweight Division,11-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Hieron,"""The Thoroughbred""",Welterweight Division,23-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brady Hiestand,None,Bantamweight Division,7-2-0 (W-L-D),3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason High,"""The Kansas City Bandit""",Lightweight Division,19-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Richie Hightower,"""The Dirty Samurai""",Welterweight Division,7-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Hill,"""Zombie""",Welterweight Division,6-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kailan Hill,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Hill,"""The Real Deal""",Lightweight Division,2-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamahal Hill,"""Sweet Dreams""",Light Heavyweight Division,12-1-0 (W-L-D),7,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Hill,"""Overkill""",Women's Strawweight Division,15-12-0 (W-L-D),5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Branden Lee Hinkle,"""The Iron Lion""",Light Heavyweight Division,14-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Hintz,"""Static""",None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatsu Hioki,None,Featherweight Division,27-8-2 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuniyoshi Hironaka,None,Welterweight Division,11-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mizuto Hirota,"""Pugnus""",Lightweight Division,19-10-2 (W-L-D),10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Hobar,"""The Crowbar""",Bantamweight Division,9-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Hoffman,"""The Bad Seed""",Heavyweight Division,26-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Hoger,"""The Alaskan Assassin""",Light Heavyweight Division,6-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Holbrook,None,Lightweight Division,12-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Holdsworth,"""Holds It Down""",Bantamweight Division,7-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Holland,"""The Tank""",None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Holland,"""Trailblazer""",Welterweight Division,23-9-0 (W-L-D),12,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger Hollett,"""The Hulk""",Light Heavyweight Division,13-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Holloway,"""Blessed""",Featherweight Division,23-7-0 (W-L-D),10,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Holly Holm,"""The Preacher's Daughter""",Women's Bantamweight Division,14-6-0 (W-L-D),8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rex Holman,"""Big Dog""",Light Heavyweight Division,4-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Holmes,"""Uglyman Joe""",Middleweight Division,8-3-0 (W-L-D),2,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurt Holobaugh,None,Lightweight Division,17-7-0 (W-L-D),5,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Paddy Holohan,"""The Hooligan""",Flyweight Division,12-2-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Holst,"""Boots""",Lightweight Division,8-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Holtzman,"""Hot Sauce""",Lightweight Division,14-6-0 (W-L-D),5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah Homasi,"""The Problem""",Welterweight Division,11-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Hominick,"""The Machine""",Featherweight Division,20-12-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Barb Honchak,"""The Little Warrior""",Women's Flyweight Division,10-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
JunYoung Hong,None,Featherweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Satoshi Honma,None,Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
David Hood,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo Hood,None,Heavyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Hooker,"""The Hangman""",Lightweight Division,22-12-0 (W-L-D),11,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Hooper,"""The Dream""",Featherweight Division,11-3-1 (W-L-D),4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrell Horcher,"""The Saint""",Lightweight Division,13-4-0 (W-L-D),6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Moti Horenstein,None,Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoshinori Horie,None,Featherweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoji Horiguchi,None,Flyweight Division,18-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuma Horiuchi,None,Flyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Horn,None,Middleweight Division,88-19-5 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamey-Lyn Horth,None,Women's Flyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Horwich,"""Suave, Sabretooth""",Middleweight Division,24-11-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Saeed Hosseini,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Hougland,"""Hellbound""",Bantamweight Division,10-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Houston,"""BHue""",Middleweight Division,4-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
John Howard,"""Doomsday""",Welterweight Division,23-12-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harold Howard,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Howell,None,Flyweight Division,13-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Huachin,"""Perro Malo""",Bantamweight Division,10-5-1 (W-L-D),8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brady Huang,None,Bantamweight Division,11-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Hubbard,"""Thud""",Lightweight Division,13-6-0 (W-L-D),5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Collin Huckbody,"""All In""",Middleweight Division,1-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger Huerta,"""El Matador""",Lightweight Division,22-3-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Hughes,"""Lights Out""",Heavyweight Division,10-4-0 (W-L-D),4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Hughes,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Hughes,None,Welterweight Division,46-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Hughes,"""Sampage""",Women's Strawweight Division,7-5-0 (W-L-D),2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harry Hunsucker,"""The Hurricane""",Light Heavyweight Division,7-6-0 (W-L-D),3,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Hunt,"""Super Samoan""",Heavyweight Division,13-14-1 (W-L-D),10,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Hunter,"""Warhammer""",Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Hunter,None,Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Hutcherson,"""King""",Middleweight Division,10-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Iaquinta,"""Raging""",Lightweight Division,14-7-1 (W-L-D),7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Khadis Ibragimov,None,Light Heavyweight Division,8-4-0 (W-L-D),2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Minoki Ichihara,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Ige,"""50K""",Featherweight Division,16-6-0 (W-L-D),5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Valeri Ignatov,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabiano Iha,None,Lightweight Division,12-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassourdine Imavov,None,Light Heavyweight Division,12-4-0 (W-L-D),5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Imes,None,Heavyweight Division,6-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Indich,"""The Savage""",Welterweight Division,5-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Guto Inocente,None,Light Heavyweight Division,6-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mizuki Inoue,None,Women's Strawweight Division,14-6-0 (W-L-D),0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Naoki Inoue,None,Flyweight Division,11-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Enson Inoue,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
James Irvin,"""The Sandman""",Light Heavyweight Division,14-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Teruto Ishihara,"""Yashabo""",Bantamweight Division,11-6-2 (W-L-D),8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Damir Ismagulov,"""Qazaq""",Lightweight Division,24-2-0 (W-L-D),12,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallid Ismail,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Leandro Issa,"""Brodinho""",Bantamweight Division,13-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alvaro Ivan Lopez Rodrigues,None,None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Blagoy Ivanov,"""Baga""",Heavyweight Division,19-5-0 (W-L-D),6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Ivy,"""Aquaman""",Welterweight Division,8-4-0 (W-L-D),5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoislandy Izquierdo,"""Cuba""",Lightweight Division,6-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Yves Jabouin,"""Tiger""",Bantamweight Division,20-11-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Jackson,"""Jah-Son""",Welterweight Division,7-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rampage Jackson,None,Light Heavyweight Division,35-11-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Jackson,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugene Jackson,"""The Wolf""",Middleweight Division,1-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Jackson,None,Welterweight Division,9-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Jackson,"""The Truth""",Welterweight Division,1-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Damon Jackson,"""Action""",Featherweight Division,22-5-1 (W-L-D),4,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Montel Jackson,"""Quik""",Bantamweight Division,13-2-0 (W-L-D),6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Jacobi,None,Heavyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dustin Jacoby,"""The Hanyak""",Light Heavyweight Division,18-6-1 (W-L-D),11,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin James,"""The Pretty Boy""",Lightweight Division,22-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virna Jandiroba,"""Carcará""",Women's Strawweight Division,17-3-0 (W-L-D),1,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Janes,None,Middleweight Division,10-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brock Jardine,"""The Machine""",Welterweight Division,9-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Jardine,"""The Dean of Mean""",Light Heavyweight Division,16-11-2 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rony Jason,"""Jason""",Featherweight Division,15-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasmine Jasudavicius,None,Women's Flyweight Division,7-2-0 (W-L-D),2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Yazmin Jauregui,None,Women's Strawweight Division,10-0-0 (W-L-D),6,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Jaynes,"""The Guitar Hero""",Featherweight Division,16-8-0 (W-L-D),8,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joanna Jędrzejczyk,None,Women's Strawweight Division,16-5-0 (W-L-D),4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Jeffery,None,Middleweight Division,6-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
